Gene,0,2,3,5,10,15,25
MECP2,7.093067784655865,7.3243620084489045,6.905629882659754,7.023164609378171,7.232943787009949,8.080840449357988,7.8444419698663514
AAAS,0.15802568717320964,0.0,0.15802568717320964,0.0,0.0,0.15802568717320964,0.21138441726356788
AARS1,8.504263335629407,8.83583782505933,7.740413334959931,7.442974991360666,7.571538486459165,8.223835905412997,8.041477295173465
AASS,8.897043210755616,8.42298025725813,7.280224389957746,7.20361258446566,7.052287262163944,7.793135900011573,6.7194048724650415
ABCA2,6.62975869032714,7.243927114684788,6.23543641280415,6.752673608366843,6.893567069532608,8.103889418780446,8.146897838591201
ABCA4,5.141179978055989,5.890090703412561,5.2940296763456,5.1054932688058035,4.40612680623571,4.890455043456016,6.35885426782668
ABCA7,0.0,0.0,0.0,0.0,0.0,0.15802568717320964,0.0
ABCC8,3.963679891426869,4.299265597838638,3.2568099661335927,3.2041845067858956,3.7931270879050363,4.31328294233075,3.9143889145244435
ABCC9,0.6406338889908132,0.24015124371826096,0.21138441726356788,0.21138441726356788,1.4926896727902075,2.5966948203219795,1.736100259641985
ABCD1,6.007269106594731,5.705195679140791,5.040381631263588,5.367415283765009,5.7759646358321755,5.900662344349352,5.689741522311929
ABHD16A,5.8998980941614425,5.806063063122512,5.819152010949484,5.784595899015644,6.082750601575079,6.933196683189186,6.548148693800048
ABHD5,5.767945339679789,5.323207912387971,5.556562485554663,4.895194206783188,5.086473863979467,6.171984322344206,5.952269191857642
ACADS,5.578889614380062,5.007152712163625,4.652476176721274,4.933962201755268,5.507991902900926,5.9042610256205705,5.605616480402407
ACADSB,7.206118161881503,6.605258339992063,5.6308920448656705,5.602433271539661,5.561002325485381,6.313405365158369,6.027116893844417
ACADVL,7.874401627190615,7.87735657066284,7.371526810071211,7.402474560329935,7.691446675409868,8.265154707341312,8.053267445934651
